variable,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
xmeas_11,0.4921834651307019,-0.0938442803986715,0.06816575606077055,-0.5028992306069865,0.02891559681143787,-0.2753793410128247,-0.9531829777549936,0.30015569207904413,-0.012217810833470033,0.4498238610603047,1.0,0.022082453138008707,-0.9460699209854467,0.12499404522751052,0.11199494099796811,-0.9446168209211356,0.2175503300860709,-0.20809129554622485,-0.7367685871535072,-0.027870234671297255,-0.01036686317014365,0.7020861338959096,0.34461394213453467,0.5966840040903021,-0.8628785037677851,0.41339208573635405,0.4975997721454924,0.1444670811757627,0.3306215611103687,0.6173553435003476,-0.8510721813878931,0.384539897308004,0.5551425592352255,0.2205399058640443,0.9571507895023716,0.9168189301299565,0.025631460691792205,0.08846249722990543,-0.04490676292121563,0.012403950415378272,0.038889951594215814,-0.684314332477743,-0.281322658526324,-0.3424972163707661,-0.7502423131479107,0.05345812375540263,0.7588561334195391,0.022070906437425306,0.11199549483700301,-0.21698913966611247,-0.3540153475683096,-0.6984639168214274
xmeas_12,0.04579426572264319,-0.09572507802635669,-0.1177718321171819,-0.1247660675842537,-0.005577708310791873,-0.11117014740886393,-0.06935269212422912,0.0643840317351886,0.012179945907679407,-0.03572217410577908,0.022082453138008707,1.0,-0.0747268170760834,0.06189001498026549,0.023363449836625354,-0.04283132703404499,0.02667888084379035,-0.03096008139600671,-0.019730008134269467,-0.14664061415500995,0.058268247992867096,-0.04706214348575069,-0.116825716888407,0.10320593984225426,-0.0036450707146571783,0.09426828412219998,0.15596493058089184,0.05523066837279399,-0.12001789092311385,0.10369608557707403,0.009261347709623481,0.12140971101892425,0.15414226817663018,0.04871448846607625,0.032128127127256254,0.011856697708429946,0.032891274160800815,0.15009956676355615,0.08150593533014146,0.07113472448073853,-0.07378887076238928,-0.10379296649640679,-0.1471121529821378,0.08324465788019475,-0.07120549998933412,0.059471109576153335,0.02015228426688447,0.9999999539441071,0.023361643630952635,0.09949393451600616,0.09570208802032328,-0.038328092317579616
xmeas_13,-0.51350102130843,0.16554110056805402,0.012982034225036616,0.6244504859994822,-0.029239378255876313,0.3776192219563681,0.9976862696403234,-0.38099373952350113,0.0374125217490504,-0.3417555435913541,-0.9460699209854467,-0.0747268170760834,1.0,-0.20463607506943446,-0.15041700545631145,0.9739427447174003,-0.2633320882947558,0.21703418061375732,0.7184800630705312,0.1349950186292692,-0.0646194744227771,-0.5812128147166472,-0.26066466641831226,-0.6606741542264617,0.8533576797271167,-0.4847255093053746,-0.5926636959642799,-0.2540145047807971,-0.2464699647533876,-0.6809247568437797,0.8313675638575533,-0.45826050663295664,-0.6431679196242985,-0.32097990796253106,-0.9435330108411465,-0.8930845284711367,-0.051291894717179175,-0.18520329598300758,-0.051070335237534514,-0.057192734489015414,0.0076375110445906814,0.7561591986031024,0.3825167737599709,0.2894896280923133,0.8047457285590915,-0.08142503909780623,-0.7097165302939282,-0.07472125018474189,-0.1504172427277857,0.12165273785050972,0.29139520028153076,0.7214723540359811
xmeas_14,0.12356608838624673,-0.1478759101219152,-0.18006927179914464,-0.2147927870463432,-0.015333100866993044,-0.1681161639526964,-0.1971147563065644,0.08610945999367325,0.030803111450598705,-0.015559651292133823,0.12499404522751052,0.06189001498026549,-0.20463607506943446,1.0,0.06665339922281137,-0.1609449907435808,0.07361133003259532,-0.03252770933902779,-0.07727321539031726,-0.20658025322917006,0.0959108344507598,-0.017070327206072444,-0.11410075881907433,0.20895092616303823,-0.10729681365972027,0.16976958877753026,0.2714863528486712,0.1157436196157087,-0.11882130222647411,0.21268640779340378,-0.0915992438075191,0.19579003870171802,0.2725520959490255,0.11708837354009662,0.14159049237177593,0.10963130467759528,0.04907847511822872,0.21961846286788983,0.11147828984762437,0.10228048079370265,-0.0939908164829241,-0.18751568973615373,-0.20803625674505485,0.08330015257120442,-0.15238768733829167,0.0808941351098152,0.08709795743454314,0.0618996980412262,0.06665276016840299,0.11068974641287839,0.07208701604049293,-0.11161504605166024
xmeas_15,0.08104974455535544,-0.043288941969567514,-0.0301185906609695,-0.10792114406427819,0.003493766465820986,-0.06899287747565575,-0.14917481573021713,0.05490833095915603,0.004788894515111358,0.03159653234273733,0.11199494099796811,0.023363449836625354,-0.15041700545631145,0.06665339922281137,1.0,-0.13956427342817151,0.10412094168794347,-0.07810763236847788,-0.11301443375204161,-0.05656986573852022,0.03205199369989957,0.06314341477062571,0.00304668054126808,0.11150325578451713,-0.11290118680777196,0.092481153185702,0.12249689227839566,0.04559448969584313,0.001695953677879461,0.11780291373940846,-0.1043723028372067,0.09635382401471193,0.12518286254679278,0.051437539957672605,0.11800156938866915,0.10263846921100203,0.019656478691506347,0.07624965406718992,0.037990626184739106,0.029946072634249175,-0.025143576595851324,-0.12466162129207856,-0.08003725504352632,-0.01948815821879782,-0.11819036142900302,0.0038676759217651517,0.09387248925145618,0.023364787034571868,0.9999999542566391,-0.014973723895678385,-0.017274946652942175,-0.11572648540211088
xmeas_16,-0.48890125218730074,0.05415573712543974,-0.14684357364612938,0.5170571184164128,-0.02838589228529836,0.2750840981922363,0.9832355174192533,-0.32922036302430907,0.06291948397186913,-0.3560778602081623,-0.9446168209211356,-0.04283132703404499,0.9739427447174003,-0.1609449907435808,-0.13956427342817151,1.0,-0.26515504398901707,0.18794100408591832,0.7257383429722348,-0.08721182462954034,0.013068607638700658,-0.6487497739484577,-0.4621613502546427,-0.5556223949365923,0.9317884167793781,-0.3959735541974336,-0.4195102151762466,-0.2600211667239287,-0.450529970450205,-0.5866693387921678,0.9207871706129935,-0.3291781985146246,-0.4738729983589647,-0.33763839166645665,-0.9477974690999686,-0.9206708561566853,-0.004030961423069819,0.008483770626002814,0.009444509161429073,0.040043182738362076,-0.10071108666936265,0.6819521462203408,0.20722379606439867,0.44859052909366914,0.7854150635332142,-0.016018285316882656,-0.6931786703135768,-0.04281247632957966,-0.13956486002377871,0.2492870526713126,0.4571443945192506,0.7390152634258585
xmeas_17,0.13221619552537933,-0.03287551201338127,-0.00832666610448317,-0.09959611875310016,0.008772911608006076,-0.041455857606699203,-0.26530165092995794,0.004301034036620902,0.010551026347784924,0.11515946188224947,0.2175503300860709,0.02667888084379035,-0.2633320882947558,0.07361133003259532,0.10412094168794347,-0.26515504398901707,1.0,-0.04805908397751547,-0.16106526248983866,0.011589899603837911,0.008781609443885488,0.1964489369825876,0.10416583458584021,0.18035073363679052,-0.24685514030512884,0.11257096844391236,0.1339236623618183,0.07361693794745865,0.10093238884830916,0.19667072941876992,-0.24144936376904247,0.10127230388817286,0.150225343146042,0.09404026398937451,0.2410832864457372,0.22938102351970502,0.022256087888006204,0.02388947034205891,0.0007551383279628555,0.01588112303413427,-0.0070985924773265315,-0.21873253214515767,-0.09740946057168337,-0.0918908393874432,-0.20661566486254243,0.02122510545925841,0.20464006014710126,0.02667725748597383,0.10411833888354918,-0.006958724631826523,-0.07941654682188307,-0.3638168953973455
xmeas_18,0.06433948992332267,-0.0665162304687497,-0.30409216639185127,0.2399235557305363,-0.008344372984088282,0.22193319282169666,0.2110796979356011,-0.47807242701920954,0.02288284002719921,-0.27583822229368504,-0.20809129554622485,-0.03096008139600671,0.21703418061375732,-0.03252770933902779,-0.07810763236847788,0.18794100408591832,-0.04805908397751547,1.0,0.782597123377299,0.14792520645464818,-0.08168433394438894,-0.1699399903155025,0.08676774974207642,-0.1070118401797508,0.04336921243688159,-0.2146298810008928,-0.18792996076271107,0.34512380006571675,0.08895831335935256,-0.039322698024572465,0.029926457962201787,-0.10593221490151615,-0.1769118048559199,0.3399469094253066,-0.18061578836529346,-0.15279921557054693,-0.036839542137509985,-0.21918801029158907,-0.004924595188565534,-0.06367161923439225,0.05272665385973477,0.2791248648763403,0.15736657444624141,0.18927326922826904,0.28554561028532,-0.10858976453785,-0.36941668807311934,-0.03096649251386279,-0.07810815180863973,0.5642272977666375,0.011307418317577764,0.24662704229660762
xmeas_19,-0.2766211721450507,-0.05870156806794399,-0.37302797168781276,0.45539618593977876,-0.02368514850612175,0.2850698901996785,0.7230916106895331,-0.536037887463137,0.0594874915770455,-0.45613322084864044,-0.7367685871535072,-0.019730008134269467,0.7184800630705312,-0.07727321539031726,-0.11301443375204161,0.7257383429722348,-0.16106526248983866,0.782597123377299,1.0,-0.0034995682263990516,-0.016736924174966396,-0.5511390096198509,-0.2614232240145369,-0.3734390394747167,0.5903593580765387,-0.35787539437861493,-0.31936319625117116,0.13456946082048804,-0.2538768032613308,-0.3422520365156943,0.5796404353800158,-0.2300506545390859,-0.34659459436627715,0.07990300231713032,-0.7121611017958979,-0.6836634047586404,-0.010312482728259038,-0.061151371584014326,0.06498472763239295,0.012121700476849753,-0.06445117446317095,0.5752507610104022,0.17990592778420866,0.41009646841622727,0.6639191282687325,-0.06718743864182541,-0.70128839223033,-0.01971982018975007,-0.11301552423865444,0.5914256206186213,0.3238149699084545,0.6093597484669079
xmeas_20,-0.14988194958392234,0.526094217972397,0.7031853141253569,0.54862243674925,0.004230653281197744,0.5200525195181569,0.09094440223810402,-0.293765263100597,-0.10616531509575147,0.11989448854839481,-0.027870234671297255,-0.14664061415500995,0.1349950186292692,-0.20658025322917006,-0.05656986573852022,-0.08721182462954034,0.011589899603837911,0.14792520645464818,-0.0034995682263990516,1.0,-0.361643090225504,0.33985975744896074,0.8882839617443006,-0.46917226709382076,-0.3229600568538316,-0.4328700664345959,-0.7902536450678075,-0.022317178161216807,0.8979414276108435,-0.41181278695384943,-0.37616086218690065,-0.5986114173000324,-0.769047713128755,0.028609861638370686,0.012053761050124071,0.11590037631325399,-0.21344564829553894,-0.8743772999989736,-0.311106009341536,-0.41788535371439345,0.46474114348856893,0.3276757539238407,0.7514310124024655,-0.7051710464706842,0.11159036789957336,-0.26878871251726416,-0.037917433778265924,-0.14669666368763767,-0.05656855761135823,-0.5208236012396484,-0.6909194136185629,-0.07429266835505585
xmeas_21,0.0750898740060534,-0.2561976843074608,-0.23707959342809598,-0.2624431691922622,-0.0017147562683299303,-0.25130329080037306,-0.048803291898343044,0.16482451635455744,-0.159202429957265,-0.04539713967982554,-0.01036686317014365,0.058268247992867096,-0.0646194744227771,0.0959108344507598,0.03205199369989957,0.013068607638700658,0.008781609443885488,-0.08168433394438894,-0.016736924174966396,-0.361643090225504,1.0,-0.16673245720746055,-0.3234432897742443,0.19701461657767863,0.10064576539463695,0.18714076018346457,0.30547200165432403,0.015605604981136304,-0.324806021196723,0.161533889021466,0.12448469637893904,0.24522332864601246,0.2941928875599307,-0.008349020052632418,-0.005760735880893787,-0.048422281728554,0.08979495616683546,0.32280870501457254,0.11923870249289698,0.13274191890870887,-0.14498472964678621,-0.15969112374144642,-0.2974178861628792,0.2604786162785217,-0.07063301014581602,0.13028510764848875,0.029062627653605913,0.05828804482587584,0.03205373626531909,0.20505305967432919,0.18268058736950157,0.007411566331909895
xmeas_22,0.2523705916176977,0.16119670853121798,0.3421727677530628,-0.04342237780158775,0.028037616376260517,0.08622714754873544,-0.6002610651728522,0.021774926753712835,0.0025796345925079463,0.5583077252402109,0.7020861338959096,-0.04706214348575069,-0.5812128147166472,-0.017070327206072444,0.06314341477062571,-0.6487497739484577,0.1964489369825876,-0.1699399903155025,-0.5511390096198509,0.33985975744896074,-0.16673245720746055,1.0,0.512416087861415,0.26656799174060586,-0.6534050801546907,0.10202591183916611,0.05210016226919088,-0.11073110919776756,0.5042490245971316,0.3085620767708886,-0.6700980360802242,0.04770243075948582,0.10251976414513904,-0.03477184117829835,0.6672977811619724,0.6797842965756791,-0.06271699803942819,-0.25069986691109614,-0.26051651544884574,-0.1217583946363109,0.17360191716920575,-0.38123531195227395,0.01750007787556982,-0.46066004460226584,-0.44821996331153796,0.012763638546980576,0.6669150494719294,-0.04708446859104787,0.0631447332079571,-0.32651901608965883,-0.4082420014979077,-0.5331126172781547
xmeas_23,0.07363282573841338,0.4360151784931426,0.648726274358995,0.29889713424870307,0.015382049240477744,0.36873981199293326,-0.29795758807926254,-0.16788902469249056,-0.11147282070644363,0.23523325469554746,0.34461394213453467,-0.116825716888407,-0.26066466641831226,-0.11410075881907433,0.00304668054126808,-0.4621613502546427,0.10416583458584021,0.08676774974207642,-0.2614232240145369,0.8882839617443006,-0.3234432897742443,0.512416087861415,1.0,-0.2073804175134116,-0.6680497833884094,-0.2275915002148927,-0.5253419106310661,0.09056296859618808,0.9848811024527879,-0.14638230542989294,-0.7104254098606732,-0.3926113167849051,-0.48354460832656077,0.1658211351313229,0.3790424593962539,0.45655229736958436,-0.1841740624791656,-0.7620609472419808,-0.26809546171767235,-0.393776597078196,0.4512257748828604,0.07502167756485809,0.6407513567681952,-0.7938911559033803,-0.17728214291502212,-0.3141083969454493,0.2094572937114957,-0.11688512886072729,0.0030476987311520852,-0.5923422518867106,-0.8315122304666723,-0.3231057511508581
xmeas_24,0.3820802858642629,-0.33593984452488646,-0.30785928166389137,-0.5761799849734989,0.01619066103150012,-0.40753300032219886,-0.6450737944917317,0.2994490388010996,0.02645324673682592,0.3194669759782202,0.5966840040903021,0.10320593984225426,-0.6606741542264617,0.20895092616303823,0.11150325578451713,-0.5556223949365923,0.18035073363679052,-0.1070118401797508,-0.3734390394747167,-0.46917226709382076,0.19701461657767863,0.26656799174060586,-0.2073804175134116,1.0,-0.4133807530534915,0.46477183784501963,0.6902779304444496,0.15330709500791653,-0.22145021785299765,0.8345203881024119,-0.37885396288898915,0.5368502281247622,0.7162956902520953,0.1728066781579891,0.5678325344116336,0.4963139398439227,0.13007044994633843,0.479693351211921,0.1535553378422493,0.21027257959006082,-0.20108722112032254,-0.6146942134962086,-0.5827824538419947,0.12554096714571256,-0.5339694523558433,0.21596046660707957,0.5703434575415103,0.10322854032062466,0.11150557894672668,0.24560090028250292,0.14318684408184398,-0.40820571730234106
xmeas_25,-0.4347588523871099,-0.05099551005215897,-0.2189324489819574,0.30459455220175213,-0.02979898259110214,0.089141216969935,0.8715314155141085,-0.13369044485247472,0.06889046017675524,-0.33296201959735383,-0.8628785037677851,-0.0036450707146571783,0.8533576797271167,-0.10729681365972027,-0.11290118680777196,0.9317884167793781,-0.24685514030512884,0.04336921243688159,0.5903593580765387,-0.3229600568538316,0.10064576539463695,-0.6534050801546907,-0.6680497833884094,-0.4133807530534915,1.0,-0.24070353200376726,-0.22379103977367398,-0.2942090576620504,-0.6590303764657771,-0.4653047501278069,0.9853513030335893,-0.16540889117863908,-0.2827975198072987,-0.37905092103929644,-0.8719682564687328,-0.8662160269727134,0.03850364706719586,0.1818795504615843,0.04738339736152007,0.1296507323735906,-0.18558431260795097,0.512218367302088,-0.021714201527097517,0.5786632419683134,0.665315364574671,0.097276109798336,-0.5945005049227721,-0.0036124235021128483,-0.11290160239802431,0.3176447493921653,0.6183045259369808,0.6736480158826624
xmeas_26,0.2813762586623855,-0.2640539322551447,-0.1991379996296968,-0.5645562305955842,0.005144111456146933,-0.43947784257523326,-0.47056834170362816,0.40976139541294176,-0.005878210310357702,0.0794655000645561,0.41339208573635405,0.09426828412219998,-0.4847255093053746,0.16976958877753026,0.092481153185702,-0.3959735541974336,0.11257096844391236,-0.2146298810008928,-0.35787539437861493,-0.4328700664345959,0.18714076018346457,0.10202591183916611,-0.2275915002148927,0.46477183784501963,-0.24070353200376726,1.0,0.5500921483744369,0.1218476113432522,-0.23297894813344433,0.444137376593771,-0.20757361218257675,0.45667851676080345,0.5579635684144861,0.1298650376580659,0.3779139467893942,0.3170338026535459,0.10666159945287294,0.40242538426907304,0.16254315004277417,0.18513954848140846,-0.16654903946172633,-0.49427493536687206,-0.4561953108942586,0.12033217764735192,-0.4468532773345775,0.15533666723744194,0.32442838120448586,0.09428346950868836,0.09247951066995809,0.11886471489756195,0.12146428999448801,-0.32549766163319466
